id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,total_pymnt;
924447,28000,28000,28000, 36 months,15.59,978.74,C,President,10+ years,RENT,85000,Source Verified,42644,credit_card,PA,21.59,0,34973,0,23,0,40004,63.4,42,0,27042.81084;
924448,8000,8000,8000, 36 months,10.99,261.88,B,,n/a,RENT,32000,Verified,42644,major_purchase,NY,3.41,0,37956,1,10,0,6414,70.5,13,0,17247.31856;
924449,28000,28000,28000, 60 months,17.99,710.87,D,Project manager,2 years,RENT,160000,Verified,42644,debt_consolidation,PA,6.77,0,32021,0,9,2,8131,37.6,37,0,6424.048633;
924450,10000,10000,10000, 36 months,22.39,383.93,E,President,10+ years,RENT,150000,Source Verified,42644,credit_card,CA,22.57,1,32905,3,6,0,45401,96.2,9,0,21459.94;
924451,16000,16000,16000, 60 months,13.99,372.21,C,Machinist,10+ years,MORTGAGE,74000,Not Verified,42644,debt_consolidation,CA,24.26,0,32690,1,13,0,74221,50,23,0,30293.06293;
924452,10000,10000,10000, 60 months,12.79,226.46,C,Loan Operations,10+ years,RENT,37000,Not Verified,42644,debt_consolidation,CA,10.51,2,34608,0,8,0,12270,44.8,11,0,10320.7133;
924453,12800,12800,12800, 36 months,16.99,456.3,D,Property Manger,3 years,RENT,52000,Source Verified,42644,home_improvement,PA,6.36,0,31107,0,7,0,3808,31.7,16,0,13562.2712;
924454,10000,10000,10000, 36 months,8.99,317.96,B,Retail Store Manager ,3 years,MORTGAGE,70000,Source Verified,42644,credit_card,PA,17.54,0,37347,0,12,0,17281,71.7,41,0,14123.47621;
924455,1000,1000,1000, 36 months,11.49,32.98,B,Makeup artist ,3 years,RENT,35000,Source Verified,42644,debt_consolidation,ME,11.88,0,35977,1,8,5,6638,48.1,20,0,10032.58398;
924456,10000,10000,10000, 36 months,5.32,301.15,A,Water Treatment Tech,10+ years,MORTGAGE,150000,Source Verified,42644,credit_card,FL,28.29,0,24504,1,18,1,36161,66,40,0,17793.57;
924457,5500,5500,5500, 36 months,9.49,176.16,B,Administrative Assistant,2 years,MORTGAGE,35000,Verified,42644,debt_consolidation,CO,13.23,0,36008,1,14,0,10071,44,42,0,25375.0495;
924458,12000,12000,12000, 60 months,13.49,276.06,C,Lead Driver operator,3 years,MORTGAGE,75000,Source Verified,42644,debt_consolidation,TX,23.19,0,37530,0,6,0,11746,102.1,21,0,8481.99;
924459,35000,35000,35000, 36 months,15.59,1223.43,C,Mechanic,10+ years,RENT,75000,Verified,42644,debt_consolidation,CT,28.4,0,30164,0,18,0,33958,38.2,33,0,27949.89355;
924460,12000,12000,12000, 60 months,24.49,348.64,E,Sr. Quality Engineer,6 years,RENT,89750,Source Verified,42644,credit_card,OH,33.37,1,35125,1,20,0,75109,64,40,0,21973.23236;
924461,14375,14375,14375, 36 months,15.59,502.48,C,STORE MANAGER,3 years,RENT,50000,Verified,42644,credit_card,KS,26.66,0,34335,0,15,0,92312,85,20,0,15169.56077;
924462,10000,10000,10000, 36 months,15.59,349.55,C,Mental Health Practitioner,5 years,OWN,48000,Source Verified,42644,debt_consolidation,NY,26.19,0,29587,0,25,0,45899,79.4,40,0,10981.73304;
924463,4800,4800,4800, 36 months,12.79,161.25,C,Resident Service Coordinator,< 1 year,RENT,40000,Verified,42644,debt_consolidation,OH,38.54,1,28185,1,14,4,12541,20.6,22,0,11806.11255;
924464,16800,16800,16800, 36 months,19.99,624.27,D,Associate,2 years,RENT,50000,Not Verified,42644,major_purchase,CA,7.74,0,37165,0,5,1,1676,41,17,0,6000.09144;
924465,33000,33000,33000, 60 months,18.99,855.86,D,Sr digital manager,10+ years,RENT,155000,Source Verified,42644,credit_card,CO,16.31,0,38930,0,12,0,11098,82.8,20,0,11005.03591;
924466,5500,5500,5500, 36 months,5.32,165.64,A,Accounting,10+ years,MORTGAGE,62000,Not Verified,42644,credit_card,CA,18.34,0,35490,0,13,1,3444,14.4,45,0,3291.70974;
924467,7500,7500,7500, 36 months,14.49,258.13,C,Customer Support,10+ years,MORTGAGE,95000,Verified,42644,debt_consolidation,NJ,18.74,2,34243,1,23,1,12664,47.4,40,0,18107.68327;
924468,20000,20000,20000, 60 months,10.49,429.78,B,Associate Partner,1 year,OWN,200000,Source Verified,42644,debt_consolidation,AL,38.18,0,37012,0,24,0,13153,67.8,39,0,13805.29386;
924469,9000,9000,9000, 36 months,14.49,309.75,C,Certified Nursing Assistant,10+ years,MORTGAGE,55450,Source Verified,42644,debt_consolidation,VA,6.66,1,34425,1,25,2,11507,37.4,47,0,13510.12859;
924470,24000,24000,24000, 60 months,18.99,622.45,D,Table Games Supervisor,8 years,MORTGAGE,60000,Verified,42644,debt_consolidation,NY,18.7,0,32203,0,5,3,8779,45.7,20,0,40673.76352;
924471,20000,20000,20000, 60 months,18.99,518.71,D,,n/a,RENT,40000,Not Verified,42644,credit_card,MN,33.52,5,36861,0,16,0,21197,31.2,55,0,9055.754533;
924472,15600,15600,15600, 36 months,13.49,529.32,C,AMSA,< 1 year,MORTGAGE,39440,Source Verified,42644,debt_consolidation,CA,32.2,1,33512,0,21,0,20754,28,33,0,26032.03174;
924473,6000,6000,6000, 36 months,10.49,194.99,B,Administrative Coordinator,10+ years,OWN,42000,Source Verified,42644,debt_consolidation,NJ,31.02,0,37377,0,12,1,4687,49.9,18,0,9231.919774;
924474,20000,20000,20000, 60 months,15.59,482.02,C,Supervisor,10+ years,RENT,60000,Not Verified,42644,credit_card,WA,19.07,0,34213,0,12,0,39363,77.2,32,0,28898.46001;
924475,10000,10000,10000, 36 months,11.49,329.72,B,machinist,2 years,RENT,50000,Source Verified,42644,credit_card,VA,9.96,1,37135,0,7,0,72778,42.3,10,0,27444.40059;
924476,18000,18000,18000, 36 months,11.49,593.49,B,CEO,9 years,MORTGAGE,88000,Source Verified,42644,debt_consolidation,NY,3.51,0,30529,0,5,1,8367,66.9,6,0,12904.34832;
924477,12000,12000,12000, 36 months,13.99,410.08,C,Sr Accountant,2 years,MORTGAGE,100008,Not Verified,42644,debt_consolidation,CA,20.46,0,37408,1,20,0,28171,61.1,36,0,5551.849091;
924478,4000,4000,4000, 36 months,21.49,151.71,D,sales,1 year,RENT,68000,Source Verified,42644,debt_consolidation,CT,28.06,0,34731,0,13,0,3841,25.1,17,0,4836.58;
924479,25000,25000,25000, 36 months,16.99,891.2,D,Laborer,7 years,MORTGAGE,75000,Verified,42644,debt_consolidation,LA,27.78,0,36312,0,14,0,32669,89,35,0,28004.92847;
924480,8000,8000,8000, 36 months,9.49,256.23,B,Tire builder ,8 years,OWN,62000,Verified,42644,medical,CA,12.49,0,38777,1,4,0,373,13.8,8,0,3102.23;
924481,2000,2000,2000, 36 months,7.59,62.3,A,Accounts Payable/Receivable,8 years,MORTGAGE,40000,Not Verified,42644,home_improvement,MI,19.09,0,35096,3,17,1,14239,41.9,38,0,1825.845946;
924482,35000,35000,35000, 36 months,15.59,1223.43,C,Teacher,10+ years,MORTGAGE,85240,Source Verified,42644,credit_card,TX,7.68,0,31472,0,4,0,20191,84.5,13,0,21712.80668;
924483,30000,30000,30000, 60 months,24.49,871.6,E,Dispatcher ,10+ years,MORTGAGE,70000,Verified,42644,debt_consolidation,AZ,23.76,0,39114,0,9,0,15233,86.6,28,0,12944.87;
924484,7650,7650,7650, 36 months,11.49,252.24,B,Teacher ,< 1 year,MORTGAGE,36725,Verified,42644,debt_consolidation,TX,14.42,0,33390,1,16,1,19068,35.2,40,0,5644.458444;
924485,35000,35000,35000, 60 months,12.79,792.61,C,Vice President of Sales,4 years,RENT,450000,Source Verified,42644,major_purchase,TN,14.88,0,37226,1,8,2,1596,30.7,34,0,11603.36797;
924486,18000,18000,18000, 60 months,12.79,407.63,C,registered nurse,10+ years,RENT,100000,Not Verified,42644,credit_card,AR,4.89,1,37257,0,7,0,9611,44.9,14,0,42258.98066;
924487,10000,10000,10000, 36 months,9.49,320.29,B,HR SPECIALIST,10+ years,RENT,85000,Source Verified,42644,debt_consolidation,FL,12.39,0,38749,0,7,0,6918,45.8,42,0,12638.17638;
924488,15000,15000,15000, 36 months,12.79,503.9,C,Internal Auditor,2 years,OWN,54000,Verified,42644,debt_consolidation,LA,13.98,4,31686,0,8,0,11496,34.3,53,0,5492.053216;
924489,8000,8000,8000, 36 months,11.49,263.78,B,SENIOR BANKER,3 years,RENT,50200,Source Verified,42644,debt_consolidation,IN,24.61,0,30803,0,10,0,22991,59.7,34,0,13547.5359;
924490,6500,6500,6500, 36 months,15.59,227.21,C,Admin Assistant,10+ years,RENT,110000,Source Verified,42644,debt_consolidation,CA,15.67,0,32174,0,12,0,11546,25.8,25,0,29869.29642;
924491,8000,8000,8000, 36 months,17.99,289.18,D,Medical collections,9 years,RENT,91000,Source Verified,42644,car,NJ,9.69,0,39934,0,13,0,6444,32.9,23,0,8553.460001;
924492,5000,5000,5000, 36 months,13.49,169.66,C,Clerk,6 years,RENT,65000,Not Verified,42644,credit_card,TX,22.14,0,36800,0,23,0,62898,45,32,0,47823.54981;
924493,6000,6000,6000, 36 months,8.59,189.66,A,Transportation Planner ,1 year,RENT,48000,Verified,42644,debt_consolidation,NY,27.92,0,38384,0,8,0,18524,65.2,21,0,23272.11917;
924494,32000,32000,32000, 60 months,10.99,695.6,B,General Manager,9 years,MORTGAGE,202000,Source Verified,42644,debt_consolidation,MD,14.96,0,37895,0,12,0,14819,47.5,19,0,16458.47984;
924495,15000,15000,15000, 36 months,15.59,524.33,C,Account Manager,6 years,RENT,49000,Not Verified,42644,debt_consolidation,CA,15.12,0,32325,0,6,0,3725,29.6,10,0,26494.4306;
924496,3250,3250,3250, 36 months,15.59,113.61,C,CNC Machinist,< 1 year,RENT,45000,Source Verified,42644,debt_consolidation,CA,17.52,0,35704,0,6,0,14659,49.5,21,0,24542.528;
924497,40000,40000,40000, 36 months,10.99,1309.36,B,Senior Director,< 1 year,MORTGAGE,150000,Verified,42644,debt_consolidation,CA,13.87,0,35490,2,26,1,37331,65.7,58,0,34576.39913;
924498,20000,20000,20000, 60 months,22.39,556.83,E,Branch Manager,5 years,MORTGAGE,295000,Verified,42644,debt_consolidation,AZ,28.71,0,31199,0,14,0,86491,91,30,0,23058.15;
924499,15000,15000,15000, 60 months,14.49,352.85,C,Technical writer ,< 1 year,MORTGAGE,90000,Not Verified,42644,debt_consolidation,UT,32.67,0,39845,0,7,0,11041,71.7,19,0,18968.41;
924500,7000,7000,7000, 36 months,14.49,240.92,C,Assistant Manager,10+ years,RENT,25000,Source Verified,42644,credit_card,WA,10.08,3,33420,0,9,0,20022,77,30,0,16740.81936;
924501,4800,4800,4800, 36 months,14.49,165.2,C,Csr,1 year,RENT,46000,Source Verified,42644,debt_consolidation,FL,24.36,0,32782,0,9,1,5305,36,34,0,10579.39635;
924502,2000,2000,2000, 36 months,8.99,63.6,B,Stagehand,3 years,RENT,116975,Verified,42644,credit_card,GA,11.09,0,34973,0,12,0,12100,21.9,20,0,15352.87471;
924503,20200,20200,20200, 36 months,15.59,706.1,C,Product Manager,6 years,MORTGAGE,105000,Not Verified,42644,credit_card,CA,13.32,0,35947,0,10,0,12007,34.6,14,0,10984.15121;
924504,15400,15400,15400, 60 months,8.59,316.63,A,program analyst,10+ years,MORTGAGE,82698,Not Verified,42644,credit_card,LA,18.02,0,36251,1,9,0,10986,43.9,20,0,31765.27;
924505,20000,20000,20000, 60 months,17.99,507.76,D,Senior Manager,1 year,MORTGAGE,145000,Source Verified,42644,debt_consolidation,CA,23.44,0,35278,2,26,1,98230,88.2,40,0,36341.35498;
924506,18225,18225,18225, 60 months,24.99,534.83,E,Crew Chief,7 years,RENT,48000,Verified,42644,other,AZ,23.54,0,34731,2,6,0,5391,89.8,7,0,4048.800586;
924507,24000,24000,24000, 60 months,12.79,543.5,C,Registered Nurse,1 year,RENT,105000,Source Verified,42644,credit_card,NC,13.92,0,36770,0,8,0,9862,41.1,17,0,13180.9844;
924508,10400,10400,10400, 60 months,19.99,275.48,D,Laborer,6 years,RENT,65000,Verified,42644,debt_consolidation,IL,30.24,1,33543,0,19,0,41116,72.8,43,0,6439.587236;
924509,5400,5400,5400, 36 months,11.49,178.05,B,FID,4 years,MORTGAGE,35000,Verified,42644,debt_consolidation,WI,16.73,1,35674,0,9,0,23612,66.3,19,0,29147.1744;
924510,1600,1600,1600, 36 months,10.99,52.38,B,Team Leader,10+ years,RENT,75000,Source Verified,42644,debt_consolidation,CA,35.31,0,33878,0,15,0,27314,55.1,40,0,8549.492517;
924511,10000,10000,10000, 60 months,9.49,209.97,B,Director,4 years,MORTGAGE,58000,Source Verified,42644,home_improvement,NY,29.18,1,38261,1,31,1,6924,22,47,0,23369.91271;
924512,10000,10000,10000, 60 months,18.99,259.36,D,2-1-1 Specialist,3 years,MORTGAGE,31000,Source Verified,42644,home_improvement,GA,15.03,0,35947,0,10,0,24114,49.6,39,0,33764.65363;
924513,3000,3000,3000, 36 months,14.49,103.25,C,Lab technician ,4 years,OWN,48000,Source Verified,42644,debt_consolidation,NY,14.26,0,38930,0,10,0,8681,86.8,13,0,7862.500399;
924514,35000,35000,35000, 60 months,26.49,1058.1,F,police officer,10+ years,OWN,130000,Source Verified,42644,debt_consolidation,OR,8.29,0,34820,0,10,0,27575,59.7,39,0,36752.8;
924515,5600,5600,5600, 36 months,16.99,199.63,D,Scheduler,< 1 year,RENT,25000,Verified,42644,home_improvement,PA,17.44,0,28157,2,15,0,12061,13.3,34,0,21676.71967;
924516,8000,8000,8000, 36 months,14.49,275.33,C,Head saw man,6 years,RENT,30000,Verified,42644,debt_consolidation,CO,31.26,1,38200,1,20,0,12183,42.7,42,0,11742.08773;
924517,9600,9600,9600, 36 months,12.79,322.5,C,Stocker,10+ years,RENT,35000,Source Verified,42644,debt_consolidation,CO,35,0,34335,0,14,0,11274,25.8,28,0,12813.11523;
924518,6300,6300,6300, 36 months,25.29,251.46,E,logistics processes manager,10+ years,RENT,98000,Source Verified,42644,credit_card,NE,17.13,0,34639,1,9,0,17433,24.8,16,0,21324.61215;
924519,8400,8400,8400, 36 months,12.79,282.19,C,Judicial Clerk,10+ years,MORTGAGE,28983,Verified,42644,small_business,NV,20.63,0,38292,0,14,0,2675,37.7,34,0,16602.82465;
924520,10475,10475,10475, 36 months,13.99,357.96,C,Bartender,2 years,MORTGAGE,38000,Source Verified,42644,debt_consolidation,PA,32.29,0,35886,0,14,0,14297,43.1,34,0,13592.12331;
924521,20000,20000,20000, 60 months,10.99,434.75,B,Sr Project Manager,< 1 year,MORTGAGE,135000,Source Verified,42644,debt_consolidation,PA,7.75,0,38596,0,3,0,6187,95.2,14,0,11637.65;
924522,6000,6000,6000, 36 months,11.49,197.83,B,Pharmacy technician,3 years,RENT,41000,Source Verified,42644,credit_card,TX,22.81,0,37591,0,9,0,26482,84.6,35,0,12461.26104;
924523,4600,4600,4600, 36 months,13.49,156.09,C,Claims adjuster,2 years,MORTGAGE,50000,Not Verified,42644,debt_consolidation,NM,18.28,1,35796,1,8,0,13978,77,17,0,22603.83512;
924524,5200,5200,5200, 36 months,15.59,181.77,C,,n/a,RENT,25000,Verified,42644,debt_consolidation,FL,25.89,1,37257,0,11,1,10114,73,21,0,7090.628664;
924525,20000,20000,20000, 36 months,10.99,654.68,B,Owner,7 years,RENT,75000,Source Verified,42644,debt_consolidation,MN,16.58,0,36465,1,28,0,8262,5.3,59,0,10854.56557;
924526,25000,25000,24975, 60 months,29.96,808.23,G,ATC Chief,10+ years,RENT,76000,Verified,42644,debt_consolidation,IL,10.4,0,37803,0,6,0,10672,97,15,0,24000.49114;
924527,5000,5000,5000, 36 months,8.59,158.05,A,Studio Director,10+ years,MORTGAGE,110000,Verified,42644,debt_consolidation,FL,35.68,0,37561,0,8,1,11002,63.6,19,0,5563.460323;
924528,14850,14850,14850, 60 months,14.49,349.32,C,Financial Analyst,8 years,MORTGAGE,101361,Source Verified,42644,debt_consolidation,GA,25.02,0,40544,0,13,0,13992,85.8,16,0,19770.39938;
924529,19600,19600,19600, 36 months,13.49,665.04,C,Nutrition Care Specialist,10+ years,MORTGAGE,81000,Verified,42644,debt_consolidation,MN,22.53,0,37742,1,13,0,22743,48,34,0,15310.67488;
924530,30000,30000,30000, 36 months,19.99,1114.76,D,Sales,6 years,RENT,200000,Verified,42644,debt_consolidation,TX,31.69,0,28946,0,19,1,25696,63.3,26,0,20652.6209;
924531,8000,8000,8000, 36 months,11.49,263.78,B,clerical,10+ years,RENT,34000,Source Verified,42644,vacation,CO,1.8,0,34425,1,4,0,459,4.8,16,0,9698.870001;
924532,15000,15000,15000, 36 months,10.49,487.47,B,MICROSTRATEGY ARCHITECT,< 1 year,RENT,140000,Verified,42644,debt_consolidation,WA,6.99,1,36951,0,10,0,11027,77.7,28,0,42861.05438;
924533,9000,9000,9000, 36 months,13.99,307.56,C,Operations,1 year,RENT,32000,Source Verified,42644,debt_consolidation,OH,20.93,0,39904,2,7,0,10452,52.8,11,0,17381.97914;
924534,30000,30000,30000, 36 months,16.99,1069.44,D,,5 years,RENT,85000,Source Verified,42644,debt_consolidation,TX,18.82,2,35551,1,11,0,13285,78.6,23,0,18124.24137;
924535,7675,7675,7675, 36 months,12.79,257.83,C,Police Officer ,10+ years,MORTGAGE,90000,Source Verified,42644,debt_consolidation,FL,33.23,0,38018,2,12,0,4222,35.8,19,0,3498.387686;
924536,3000,3000,3000, 36 months,10.49,97.5,B,Career Coach,< 1 year,OWN,43000,Verified,42644,other,NY,29.02,0,36039,0,24,0,20136,53.1,39,0,3844.226015;
924537,4950,4950,4950, 36 months,14.49,170.36,C,,n/a,RENT,32500,Source Verified,42644,other,CA,17.48,0,34731,1,20,0,32881,80.2,34,0,12164.12197;
924538,12000,12000,12000, 36 months,10.49,389.98,B,House director,10+ years,MORTGAGE,49750,Not Verified,42644,debt_consolidation,TX,11.22,0,31017,0,5,0,5259,22,10,0,5403.34772;
924539,9600,9600,9600, 36 months,11.49,316.53,B,OFFICE MANAGER,5 years,RENT,30000,Source Verified,42644,credit_card,CA,16.76,0,37012,0,8,0,10830,44.4,15,0,12399.07309;
924540,40000,40000,40000, 36 months,7.99,1253.28,A,Operations Officer,5 years,MORTGAGE,136000,Verified,42644,debt_consolidation,WA,22.39,0,37073,0,14,1,776,5.8,21,0,11130.19962;
924541,6000,6000,6000, 36 months,11.49,197.83,B,I & C Technician ,< 1 year,RENT,62400,Source Verified,42644,debt_consolidation,AZ,12.58,0,33451,0,12,1,5299,65,14,0,5399.674034;
924542,4000,4000,4000, 36 months,11.49,131.89,B,Service Operations Manager,10+ years,RENT,48000,Verified,42644,debt_consolidation,CA,11.5,0,32387,0,13,0,7635,53.8,22,0,7575.907958;
924543,10000,10000,10000, 36 months,12.79,335.93,C,Registered Nurse ,10+ years,MORTGAGE,110000,Not Verified,42644,debt_consolidation,AZ,24.93,0,32448,0,10,1,3851,23.8,29,0,14991.65107;
924544,10000,10000,10000, 36 months,14.49,344.17,C,Project Manager,5 years,MORTGAGE,85000,Not Verified,42644,credit_card,CA,27.32,0,39965,0,6,0,11157,89.3,6,0,10041;
924545,4000,4000,4000, 36 months,10.99,130.94,B,,n/a,RENT,15936,Verified,42644,debt_consolidation,CA,15.58,0,36039,2,10,0,13456,41,25,0,17513.12;
924546,9000,9000,9000, 36 months,11.49,296.75,B,Xray tech,9 years,MORTGAGE,42000,Verified,42644,credit_card,NY,10.26,0,39083,0,22,0,13529,52.2,34,0,16182.64659;
924547,30800,30800,30800, 60 months,18.99,798.8,D,Technical Project Manager,10+ years,MORTGAGE,82000,Verified,42644,debt_consolidation,AR,23.56,4,38961,1,11,0,11376,46.1,24,0,16123.42;
924548,3000,3000,3000, 36 months,5.32,90.35,A,Tax,5 years,OWN,54000,Not Verified,42644,debt_consolidation,CA,12.69,0,38412,1,9,0,4647,56.7,19,0,20464.62253;
924549,32000,32000,32000, 36 months,10.49,1039.93,B,COO,10+ years,RENT,148000,Source Verified,42644,debt_consolidation,NY,31.62,0,37987,1,21,0,19179,56.7,39,0,26479.29148;
924550,32000,32000,32000, 36 months,12.79,1074.98,C,Director,4 years,RENT,250000,Source Verified,42644,major_purchase,NY,8.56,0,41091,0,3,0,3863,85.8,5,0,2450.45381;
924551,30000,30000,30000, 36 months,6.99,926.18,A,Regional Sales,< 1 year,MORTGAGE,150000,Source Verified,42644,debt_consolidation,OR,14.33,0,34304,0,14,0,25947,59.8,24,0,16068.26384;
924552,7000,7000,7000, 36 months,14.49,240.92,C,DEPUTY,10+ years,RENT,70000,Source Verified,42644,credit_card,TX,22.45,0,38504,0,9,0,12530,92.1,13,0,15594.5271;
924553,8400,8400,8400, 36 months,10.99,274.97,B,Training and Communications Manager,< 1 year,MORTGAGE,74880,Source Verified,42644,debt_consolidation,IN,11.52,0,38018,0,10,2,4911,56.4,21,0,8694.21;
924554,14000,14000,14000, 36 months,10.49,454.97,B,transportation planner,3 years,MORTGAGE,54000,Source Verified,42644,major_purchase,AZ,28.36,0,26390,2,18,1,8994,40.2,48,0,2310.0077;
924555,3500,3500,3500, 36 months,8.59,110.64,A,Business Manager,10+ years,MORTGAGE,90089,Source Verified,42644,credit_card,IL,2.05,0,37773,1,6,0,4028,12.5,10,0,7296.411114;
924556,36000,36000,36000, 36 months,5.32,1084.14,A,Assistant Chief Investment Officer,8 years,MORTGAGE,156000,Verified,42644,debt_consolidation,MO,15.1,0,40269,0,16,0,8758,39.5,17,0,11017.97797;
924557,6900,6900,6900, 36 months,18.99,252.9,D,,n/a,RENT,17250,Verified,42644,debt_consolidation,FL,15.44,0,38292,0,8,0,2940,19.2,33,0,15096.19;
924558,10000,10000,10000, 36 months,12.79,335.93,C,Manager,8 years,RENT,50000,Source Verified,42644,other,MN,14.04,2,33878,0,13,0,2790,16.7,38,0,6795.643406;
924559,12225,12225,12225, 36 months,22.39,469.35,E,Chief Agent Contract Service,10+ years,RENT,25000,Source Verified,42644,home_improvement,TX,21.19,0,33329,0,10,1,5498,50.2,44,0,6103.400548;
924560,40000,40000,40000, 60 months,8.99,830.15,B,SVP,8 years,MORTGAGE,240000,Verified,42644,home_improvement,NJ,1.92,0,31107,0,13,0,3823,11.4,22,0,10842.79521;
924561,7225,7225,7225, 36 months,22.39,277.39,E,Administrative Assistant ,9 years,MORTGAGE,30000,Verified,42644,other,TX,18.18,0,34486,1,17,0,25447,54.4,54,0,33865.2234;
924562,8400,8400,8400, 36 months,15.59,293.63,C,bookkeeper,< 1 year,RENT,50000,Source Verified,42644,debt_consolidation,FL,24.13,0,30682,0,9,0,41255,72.4,29,0,14581.07;
924563,32000,32000,32000, 36 months,7.59,996.73,A,Practice Lead,2 years,MORTGAGE,220000,Source Verified,42644,debt_consolidation,CO,18.47,0,36069,0,9,0,12426,88.1,29,0,13510.12859;
924564,10000,10000,10000, 36 months,8.99,317.96,B,Customer Service Manager ,3 years,OWN,48500,Source Verified,42644,home_improvement,NY,36.01,2,34547,0,19,0,16016,19.5,36,0,7721.248529;
924565,2000,2000,2000, 36 months,10.49,65,B,Server,10+ years,RENT,55000,Source Verified,42644,debt_consolidation,AR,25.51,0,38412,0,24,0,9394,30,27,0,14266.55086;
924566,15000,15000,15000, 36 months,12.79,503.9,C,machine operator,10+ years,RENT,65000,Not Verified,42644,debt_consolidation,MI,28.63,0,32509,0,19,1,11068,55.6,55,0,48614.47432;
